t,dx_px,dy_px,angle_x,angle_y,valid,spot_id,spot_score,height,yaw_deg,vn,ve,v_fwd,v_right,x,y,disp_n,disp_e
91.927,-234.0,-126.0,-0.12000042200088501,0.2239624410867691,1,0,127,0.960,-117.04,0.0119,-0.0370,0.0275,0.0274,0.0502,0.0272,-0.0603,0.0003
91.977,-240.0,-129.0,-0.12295261770486832,0.22973263263702393,1,0,127,0.960,-117.55,0.0102,-0.0367,0.0278,0.0261,0.0504,0.0258,-0.0600,-0.0011
92.027,-245.0,-131.0,-0.12494204938411713,0.23453497886657715,1,0,127,0.960,-118.08,0.0085,-0.0361,0.0279,0.0245,0.0506,0.0247,-0.0598,-0.0022
92.076,-253.0,-134.0,-0.12794403731822968,0.2422178089618683,1,0,127,0.960,-118.59,0.0110,-0.0332,0.0238,0.0256,0.0505,0.0239,-0.0600,-0.0030
92.127,-255.0,-134.0,-0.12798082828521729,0.24412591755390167,1,0,127,0.940,-119.09,0.0110,-0.0309,0.0217,0.0246,0.0505,0.0234,-0.0600,-0.0035
92.177,-261.0,-135.0,-0.1290481984615326,0.24986742436885834,1,0,127,0.940,-119.58,0.0113,-0.0279,0.0187,0.0236,0.0506,0.0218,-0.0599,-0.0051
92.227,-266.0,-134.0,-0.12818937003612518,0.2546185553073883,1,0,127,0.960,-120.08,0.0112,-0.0256,0.0165,0.0225,0.0508,0.0206,-0.0597,-0.0063
92.276,-272.0,-134.0,-0.1283075362443924,0.26034051179885864,1,0,127,0.960,-120.61,0.0160,-0.0233,0.0119,0.0256,0.0523,0.0190,-0.0582,-0.0079
92.327,-277.0,-131.0,-0.12553642690181732,0.26505184173583984,1,0,127,0.950,-121.16,0.0182,-0.0234,0.0106,0.0277,0.0541,0.0170,-0.0563,-0.0099
92.377,-285.0,-129.0,-0.12378142774105072,0.2726391851902008,1,0,126,0.950,-121.68,0.0197,-0.0229,0.0092,0.0288,0.0558,0.0152,-0.0546,-0.0117
92.427,-289.0,-127.0,-0.12194474786520004,0.27641287446022034,1,0,127,0.960,-122.12,0.0189,-0.0227,0.0091,0.0281,0.0570,0.0141,-0.0535,-0.0128
92.477,-296.0,-127.0,-0.12208928912878036,0.2830813229084015,1,0,127,0.960,-122.61,0.0179,-0.0207,0.0078,0.0263,0.0587,0.0126,-0.0517,-0.0143
92.527,-300.0,-127.0,-0.12217378616333008,0.2868913412094116,1,0,127,0.930,-123.01,0.0196,-0.0202,0.0063,0.0275,0.0599,0.0118,-0.0506,-0.0151
92.576,-307.0,-127.0,-0.12232505530118942,0.2935582995414734,1,0,127,0.930,-123.49,0.0193,-0.0173,0.0038,0.0256,0.0618,0.0110,-0.0487,-0.0159
92.627,-308.0,-126.0,-0.12138445675373077,0.29449060559272766,1,0,127,0.950,-123.90,0.0228,-0.0147,-0.0005,0.0271,0.0634,0.0106,-0.0470,-0.0163
92.676,-314.0,-123.0,-0.11862610280513763,0.3001435697078705,1,0,127,0.950,-124.36,0.0265,-0.0126,-0.0045,0.0290,0.0660,0.0103,-0.0444,-0.0165
92.727,-318.0,-120.0,-0.11582084000110626,0.3038915991783142,1,0,127,0.960,-124.78,0.0237,-0.0099,-0.0054,0.0251,0.0681,0.0106,-0.0423,-0.0163
92.777,-325.0,-112.0,-0.10824792087078094,0.3103979229927063,1,0,127,0.960,-125.16,0.0278,-0.0111,-0.0069,0.0291,0.0704,0.0109,-0.0400,-0.0160
92.827,-327.0,-111.0,-0.1073233038187027,0.3122812807559967,1,0,127,0.950,-125.50,0.0282,-0.0122,-0.0064,0.0301,0.0727,0.0111,-0.0377,-0.0158
92.876,-335.0,-108.0,-0.10458825528621674,0.3198321759700775,1,0,127,0.950,-125.85,0.0274,-0.0107,-0.0074,0.0285,0.0747,0.0111,-0.0357,-0.0158
92.927,-336.0,-107.0,-0.10364104062318802,0.3207642436027527,1,0,127,0.960,-126.26,0.0226,-0.0108,-0.0047,0.0246,0.0760,0.0111,-0.0344,-0.0158
92.977,-341.0,-106.0,-0.1027764081954956,0.32549864053726196,1,0,127,0.960,-126.63,0.0217,-0.0106,-0.0044,0.0237,0.0772,0.0116,-0.0332,-0.0153
93.027,-342.0,-105.0,-0.10182806849479675,0.3264305591583252,1,0,127,0.960,-127.06,0.0217,-0.0103,-0.0048,0.0235,0.0782,0.0127,-0.0322,-0.0142
93.076,-346.0,-103.0,-0.09997159987688065,0.33019524812698364,1,0,127,0.960,-127.46,0.0220,-0.0110,-0.0047,0.0242,0.0789,0.0138,-0.0315,-0.0131
93.126,-349.0,-101.0,-0.09809254854917526,0.33300942182540894,1,0,127,0.950,-127.82,0.0249,-0.0131,-0.0049,0.0277,0.0807,0.0152,-0.0298,-0.0117
93.177,-357.0,-96.0,-0.09339694678783417,0.34051984548568726,1,0,127,0.950,-128.13,0.0249,-0.0127,-0.0054,0.0274,0.0828,0.0159,-0.0277,-0.0110
93.227,-358.0,-95.0,-0.09244439005851746,0.341452032327652,1,0,127,0.970,-128.42,0.0255,-0.0142,-0.0048,0.0288,0.0851,0.0148,-0.0253,-0.0121
93.277,-364.0,-92.0,-0.08964341878890991,0.3470979630947113,1,0,127,0.970,-128.73,0.0223,-0.0136,-0.0034,0.0259,0.0871,0.0137,-0.0234,-0.0132
93.327,-366.0,-90.0,-0.0877341628074646,0.34896278381347656,1,0,127,0.970,-129.11,0.0227,-0.0152,-0.0025,0.0272,0.0886,0.0126,-0.0218,-0.0143
93.376,-371.0,-86.0,-0.08393001556396484,0.3536427617073059,1,0,127,0.970,-129.55,0.0221,-0.0172,-0.0008,0.0280,0.0899,0.0114,-0.0205,-0.0155
93.427,-373.0,-85.0,-0.08299195766448975,0.35552486777305603,1,0,127,0.930,-129.99,0.0212,-0.0200,0.0017,0.0291,0.0909,0.0102,-0.0195,-0.0167
93.476,-377.0,-83.0,-0.08111394941806793,0.3592890799045563,1,0,127,0.930,-130.38,0.0226,-0.0206,0.0011,0.0305,0.0915,0.0091,-0.0189,-0.0178
93.526,-380.0,-81.0,-0.0792149230837822,0.3621043264865875,1,0,127,0.950,-130.72,0.0233,-0.0221,0.0016,0.0321,0.0920,0.0082,-0.0184,-0.0187
93.577,-386.0,-79.0,-0.07736843824386597,0.36776673793792725,1,0,127,0.950,-131.05,0.0215,-0.0214,0.0021,0.0303,0.0927,0.0077,-0.0178,-0.0192
93.627,-389.0,-77.0,-0.07546418160200119,0.37058231234550476,1,0,127,0.960,-131.41,0.0213,-0.0193,0.0004,0.0288,0.0941,0.0083,-0.0163,-0.0186
93.677,-394.0,-74.0,-0.07261232286691666,0.3752806782722473,1,0,127,0.960,-131.78,0.0237,-0.0196,-0.0012,0.0307,0.0965,0.0087,-0.0139,-0.0182
93.727,-397.0,-71.0,-0.06972038000822067,0.37808242440223694,1,0,127,0.950,-132.14,0.0258,-0.0215,-0.0014,0.0335,0.0994,0.0079,-0.0111,-0.0190
93.777,-401.0,-68.0,-0.06684114038944244,0.3818339705467224,1,0,127,0.950,-132.48,0.0259,-0.0237,-0.0001,0.0351,0.1018,0.0068,-0.0087,-0.0200
93.827,-404.0,-66.0,-0.06492429971694946,0.384651780128479,1,0,127,0.950,-132.80,0.0253,-0.0257,0.0016,0.0361,0.1039,0.0057,-0.0065,-0.0212
93.876,-409.0,-64.0,-0.06303703784942627,0.3893671929836273,1,0,127,0.950,-133.12,0.0255,-0.0278,0.0029,0.0376,0.1060,0.0044,-0.0044,-0.0225
93.926,-412.0,-63.0,-0.06210002303123474,0.3921993374824524,1,0,127,0.960,-133.44,0.0257,-0.0292,0.0035,0.0387,0.1074,0.0035,-0.0030,-0.0234
93.977,-417.0,-61.0,-0.060207076370716095,0.3969154357910156,1,0,127,0.960,-133.84,0.0247,-0.0284,0.0033,0.0375,0.1086,0.0026,-0.0019,-0.0243
94.027,-418.0,-60.0,-0.05923576280474663,0.3978508412837982,1,0,127,0.970,-134.23,0.0244,-0.0299,0.0044,0.0383,0.1093,0.0021,-0.0011,-0.0248
94.077,-423.0,-57.0,-0.05634892359375954,0.40255504846572876,1,0,127,0.970,-134.63,0.0249,-0.0311,0.0047,0.0396,0.1107,0.0018,0.0002,-0.0251
94.127,-427.0,-54.0,-0.05344092473387718,0.4063122272491455,1,0,127,0.960,-135.02,0.0247,-0.0319,0.0051,0.0401,0.1114,0.0010,0.0009,-0.0259
94.177,-433.0,-50.0,-0.04956377297639847,0.4119565188884735,1,0,127,0.960,-135.41,0.0234,-0.0337,0.0070,0.0404,0.1122,0.0003,0.0018,-0.0266
94.227,-435.0,-49.0,-0.04859941080212593,0.4138422906398773,1,0,127,0.930,-135.78,0.0220,-0.0357,0.0092,0.0409,0.1125,-0.0008,0.0020,-0.0276
94.276,-439.0,-46.0,-0.045675069093704224,0.41760385036468506,1,0,127,0.930,-135.78,0.0222,-0.0372,0.0101,0.0422,0.1135,-0.0023,0.0031,-0.0292
94.326,-441.0,-44.0,-0.04371391981840134,0.4194801151752472,1,0,127,0.960,-136.68,0.0248,-0.0399,0.0093,0.0460,0.1151,-0.0043,0.0047,-0.0312
94.377,-446.0,-43.0,-0.042781222611665726,0.4242127537727356,1,0,127,0.960,-136.68,0.0273,-0.0408,0.0081,0.0484,0.1168,-0.0064,0.0064,-0.0333
94.427,-449.0,-41.0,-0.04082673415541649,0.42703887820243835,1,0,127,0.940,-137.65,0.0286,-0.0410,0.0065,0.0495,0.1183,-0.0081,0.0079,-0.0349
94.477,-456.0,-39.0,-0.03891473263502121,0.43366071581840515,1,0,127,0.940,-137.65,0.0291,-0.0437,0.0079,0.0519,0.1196,-0.0094,0.0091,-0.0363
94.527,-461.0,-38.0,-0.03797334060072899,0.4383954703807831,1,0,127,0.980,-138.58,0.0290,-0.0451,0.0081,0.0530,0.1209,-0.0105,0.0104,-0.0374
94.577,-467.0,-36.0,-0.03604007884860039,0.44407111406326294,1,0,127,0.980,-139.08,0.0294,-0.0424,0.0056,0.0513,0.1219,-0.0110,0.0115,-0.0379
94.627,-469.0,-33.0,-0.03305706009268761,0.4459437429904938,1,0,127,1.020,-139.08,0.0302,-0.0399,0.0033,0.0500,0.1225,-0.0118,0.0121,-0.0387
94.676,-475.0,-29.0,-0.029104195535182953,0.45160746574401855,1,0,127,1.020,-140.19,0.0324,-0.0429,0.0026,0.0536,0.1245,-0.0142,0.0141,-0.0410
94.726,-478.0,-28.0,-0.028127044439315796,0.4544478952884674,1,0,127,1.020,-140.70,0.0321,-0.0510,0.0075,0.0597,0.1267,-0.0165,0.0163,-0.0434
94.777,-484.0,-26.0,-0.026167770847678185,0.46013012528419495,1,0,127,1.020,-141.15,0.0330,-0.0539,0.0081,0.0627,0.1287,-0.0189,0.0183,-0.0458
94.827,-489.0,-25.0,-0.025201907381415367,0.46487104892730713,1,0,127,1.000,-141.65,0.0343,-0.0531,0.0061,0.0629,0.1304,-0.0211,0.0200,-0.0480
94.877,-496.0,-22.0,-0.0222286619246006,0.47150057554244995,1,0,127,1.000,-142.21,0.0299,-0.0540,0.0095,0.0610,0.1319,-0.0231,0.0214,-0.0500
94.927,-500.0,-20.0,-0.02023482322692871,0.47528907656669617,1,0,127,1.010,-142.21,0.0278,-0.0526,0.0102,0.0587,0.1331,-0.0248,0.0226,-0.0517
94.977,-507.0,-17.0,-0.017240364104509354,0.4819248914718628,1,0,127,1.010,-143.39,0.0303,-0.0573,0.0098,0.0640,0.1342,-0.0271,0.0237,-0.0540
95.027,-515.0,-17.0,-0.017288008704781532,0.48952794075012207,1,0,127,1.000,-144.04,0.0080,-0.0366,0.0150,0.0343,0.1352,-0.0297,0.0248,-0.0565
95.076,-521.0,-18.0,-0.018343601375818253,0.49523696303367615,1,0,127,1.000,-144.71,-0.0246,-0.0044,0.0227,-0.0106,0.1350,-0.0308,0.0246,-0.0577
95.127,-517.0,-18.0,-0.018317749723792076,0.4914339482784271,1,0,127,1.030,-145.39,-0.0528,0.0300,0.0264,-0.0547,0.1331,-0.0299,0.0226,-0.0567
95.177,-497.0,-17.0,-0.017182445153594017,0.4724249243736267,1,0,127,1.030,-146.07,-0.0799,0.0632,0.0311,-0.0970,0.1295,-0.0263,0.0191,-0.0532
95.227,-479.0,-14.0,-0.014068103395402431,0.4553232789039612,1,0,127,1.010,-146.75,-0.1015,0.0898,0.0356,-0.1307,0.1249,-0.0219,0.0145,-0.0488
95.277,-461.0,-11.0,-0.010992560535669327,0.438235878944397,1,0,127,1.010,-146.75,-0.1229,0.1123,0.0412,-0.1613,0.1186,-0.0166,0.0082,-0.0435
95.327,-439.0,-7.0,-0.0069508422166109085,0.4173673093318939,1,0,127,0.970,-148.05,-0.1352,0.1239,0.0492,-0.1766,0.1138,-0.0126,0.0033,-0.0395
95.377,-422.0,-6.0,-0.00593028636649251,0.4012542963027954,1,0,127,0.970,-148.65,-0.1506,0.1360,0.0578,-0.1945,0.1068,-0.0071,-0.0036,-0.0340
95.427,-411.0,-7.0,-0.006898811552673578,0.3908330798149109,1,0,127,0.980,-148.65,-0.1649,0.1482,0.0638,-0.2123,0.0988,-0.0003,-0.0117,-0.0272
95.476,-390.0,-14.0,-0.013725844211876392,0.3709537982940674,1,0,127,0.980,-149.71,-0.1754,0.1578,0.0719,-0.2247,0.0913,0.0064,-0.0191,-0.0205
95.526,-371.0,-18.0,-0.01756972447037697,0.35296761989593506,1,0,127,0.950,-149.71,-0.1838,0.1675,0.0742,-0.2374,0.0815,0.0156,-0.0289,-0.0112
95.576,-334.0,-29.0,-0.02808624878525734,0.31795722246170044,1,0,127,0.950,-150.74,-0.1869,0.1730,0.0785,-0.2423,0.0714,0.0263,-0.0391,-0.0006
95.627,-307.0,-34.0,-0.03276197984814644,0.29238763451576233,1,0,127,0.980,-151.25,-0.1806,0.1710,0.0761,-0.2368,0.0598,0.0387,-0.0506,0.0118
95.677,-268.0,-39.0,-0.03733869269490242,0.2554134726524353,1,0,127,0.980,-151.63,-0.1717,0.1637,0.0732,-0.2256,0.0526,0.0467,-0.0578,0.0199
95.727,-247.0,-42.0,-0.04008835554122925,0.2354876697063446,1,0,127,0.960,-151.63,-0.1565,0.1488,0.0670,-0.2053,0.0445,0.0561,-0.0659,0.0292
95.777,-226.0,-46.0,-0.04378458857536316,0.2155521661043167,1,0,127,0.960,-152.33,-0.1407,0.1301,0.0642,-0.1805,0.0363,0.0647,-0.0741,0.0378
95.827,-219.0,-48.0,-0.04564868286252022,0.20890696346759796,1,0,127,0.940,-152.63,-0.1246,0.1104,0.0599,-0.1553,0.0284,0.0725,-0.0821,0.0456
95.876,-211.0,-53.0,-0.05035517364740372,0.20132476091384888,1,0,127,0.940,-152.63,-0.1085,0.0926,0.0538,-0.1321,0.0208,0.0799,-0.0896,0.0530
95.926,-205.0,-58.0,-0.05506686493754387,0.1956443339586258,1,0,127,0.930,-153.19,-0.0911,0.0766,0.0468,-0.1094,0.0138,0.0876,-0.0967,0.0607
95.976,-191.0,-65.0,-0.061617594212293625,0.1823584884405136,1,0,127,0.930,-153.19,-0.0707,0.0604,0.0359,-0.0858,0.0076,0.0950,-0.1029,0.0681
96.027,-179.0,-67.0,-0.0634363666176796,0.1709398776292801,1,0,127,0.980,-153.79,-0.0462,0.0416,0.0230,-0.0578,0.0029,0.1014,-0.1075,0.0745
96.077,-160.0,-67.0,-0.06332620978355408,0.15283149480819702,1,0,127,0.980,-153.79,-0.0183,0.0173,0.0088,-0.0236,-0.0001,0.1062,-0.1106,0.0793
96.127,-153.0,-62.0,-0.05856737494468689,0.14613305032253265,1,0,121,0.970,-154.10,0.0114,-0.0120,-0.0050,0.0158,-0.0010,0.1095,-0.1115,0.0826
96.177,-153.0,-53.0,-0.05006764829158783,0.14609436690807343,1,0,127,0.970,-154.39,0.0399,-0.0447,-0.0166,0.0576,-0.0003,0.1106,-0.1107,0.0837
96.227,-161.0,-45.0,-0.04254019260406494,0.15368783473968506,1,0,127,0.970,-154.67,0.0656,-0.0783,-0.0258,0.0988,0.0017,0.1097,-0.1087,0.0828
96.276,-184.0,-35.0,-0.03315870463848114,0.17555594444274902,1,0,127,0.970,-154.90,0.0860,-0.1086,-0.0318,0.1348,0.0043,0.1070,-0.1061,0.0801
96.326,-203.0,-31.0,-0.029428252950310707,0.19362081587314606,1,0,127,0.960,-155.26,0.1020,-0.1343,-0.0364,0.1646,0.0074,0.1028,-0.1031,0.0759
96.377,-232.0,-27.0,-0.025720449164509773,0.2211759090423584,1,0,127,0.960,-155.26,0.1150,-0.1532,-0.0403,0.1872,0.0112,0.0980,-0.0992,0.0711
96.427,-248.0,-23.0,-0.02195708639919758,0.23636144399642944,1,0,127,0.960,-155.43,0.1266,-0.1668,-0.0457,0.2044,0.0156,0.0932,-0.0949,0.0663
96.477,-249.0,-10.0,-0.009548023343086243,0.23728448152542114,1,0,127,0.960,-155.54,0.1093,-0.1469,-0.0387,0.1790,0.0204,0.0884,-0.0900,0.0615
96.527,-238.0,-6.0,-0.005720269866287708,0.22683517634868622,1,0,127,0.960,-153.01,0.0841,-0.1561,-0.0042,0.1773,0.0255,0.0833,-0.0850,0.0564
96.577,-230.0,-15.0,-0.014285728335380554,0.219246968626976,1,0,127,0.960,-150.18,0.0768,-0.1637,0.0148,0.1803,0.0301,0.0773,-0.0803,0.0504
96.627,-241.0,-31.0,-0.029565628618001938,0.22973953187465668,1,0,127,0.960,-150.18,0.0804,-0.1715,0.0155,0.1888,0.0348,0.0696,-0.0756,0.0427
96.676,-273.0,-64.0,-0.061315856873989105,0.26033562421798706,1,0,127,0.960,-146.75,0.0857,-0.1652,0.0189,0.1852,0.0401,0.0595,-0.0703,0.0326
96.726,-295.0,-86.0,-0.0826805979013443,0.28147202730178833,1,0,127,0.940,-142.85,0.0899,-0.1583,0.0239,0.1804,0.0459,0.0502,-0.0645,0.0233
96.777,-318.0,-121.0,-0.11678528785705566,0.3039112985134125,1,0,127,0.940,-138.67,0.0848,-0.1469,0.0334,0.1663,0.0512,0.0429,-0.0592,0.0160
96.827,-319.0,-143.0,-0.13802464306354523,0.30534157156944275,1,0,127,0.950,-134.26,0.0653,-0.1320,0.0490,0.1389,0.0504,0.0376,-0.0600,0.0107
96.876,-296.0,-174.0,-0.16721111536026,0.2841643691062927,1,0,127,0.950,-129.50,0.0510,-0.1166,0.0576,0.1135,0.0459,0.0307,-0.0645,0.0038
96.927,-271.0,-191.0,-0.18276767432689667,0.2606845796108246,1,0,127,0.960,-124.69,0.0419,-0.1061,0.0634,0.0949,0.0416,0.0229,-0.0688,-0.0040
96.977,-231.0,-211.0,-0.20071090757846832,0.22280248999595642,1,0,127,0.960,-115.82,0.0365,-0.1041,0.0778,0.0782,0.0379,0.0129,-0.0725,-0.0139
97.027,-207.0,-223.0,-0.21147006750106812,0.19999295473098755,1,0,127,0.950,-115.82,0.0344,-0.1053,0.0798,0.0768,0.0350,0.0014,-0.0755,-0.0254
97.077,-184.0,-236.0,-0.2232014685869217,0.17810513079166412,1,0,127,0.950,-111.25,0.0411,-0.0566,0.0379,0.0588,0.0340,-0.0108,-0.0765,-0.0377
97.127,-175.0,-239.0,-0.22582736611366272,0.16947494447231293,1,0,127,0.940,-107.60,-0.0080,-0.0024,0.0047,-0.0069,0.0334,-0.0209,-0.0771,-0.0478
97.177,-163.0,-234.0,-0.22086861729621887,0.15777118504047394,1,0,127,0.940,-104.28,-0.0354,0.0148,-0.0056,-0.0380,0.0335,-0.0297,-0.0769,-0.0566
97.227,-159.0,-234.0,-0.2207900881767273,0.1539054661989212,1,0,127,0.950,-104.28,-0.0358,-0.0197,0.0279,-0.0299,0.0306,-0.0406,-0.0798,-0.0675
97.276,-153.0,-246.0,-0.23195688426494598,0.14833815395832062,1,0,127,0.950,-103.22,-0.0442,-0.0421,0.0511,-0.0334,0.0253,-0.0519,-0.0852,-0.0787
97.327,-149.0,-255.0,-0.2403346747159958,0.14464323222637177,1,0,127,0.960,-102.21,-0.0621,-0.0498,0.0618,-0.0501,0.0163,-0.0616,-0.0942,-0.0885
97.376,-142.0,-260.0,-0.24489319324493408,0.13795353472232819,1,0,127,0.960,-101.31,-0.0689,-0.0624,0.0747,-0.0553,0.0071,-0.0696,-0.1033,-0.0965
97.427,-141.0,-266.0,-0.25050508975982666,0.1371019333600998,1,0,127,0.930,-100.58,-0.0678,-0.0817,0.0928,-0.0517,-0.0007,-0.0769,-0.1112,-0.1038
97.477,-143.0,-266.0,-0.25054436922073364,0.13904432952404022,1,0,127,0.930,-99.20,-0.0694,-0.0937,0.1036,-0.0535,-0.0071,-0.0828,-0.1175,-0.1097
97.527,-146.0,-263.0,-0.24778789281845093,0.14189580082893372,1,0,127,0.930,-99.20,-0.0761,-0.1002,0.1110,-0.0591,-0.0134,-0.0890,-0.1239,-0.1159
97.577,-149.0,-259.0,-0.24409182369709015,0.1447247415781021,1,0,127,0.930,-98.54,-0.0868,-0.1021,0.1139,-0.0707,-0.0196,-0.0943,-0.1300,-0.1212
97.627,-148.0,-255.0,-0.24031497538089752,0.14367374777793884,1,0,127,0.950,-97.98,-0.0987,-0.1041,0.1168,-0.0833,-0.0265,-0.0991,-0.1369,-0.1260
97.676,-143.0,-255.0,-0.24021852016448975,0.1388259381055832,1,0,127,0.950,-97.56,-0.1112,-0.1043,0.1180,-0.0965,-0.0341,-0.1035,-0.1445,-0.1304
97.727,-138.0,-258.0,-0.24294085800647736,0.13403397798538208,1,0,127,0.940,-97.34,-0.1209,-0.1012,0.1158,-0.1069,-0.0407,-0.1068,-0.1511,-0.1337
97.776,-128.0,-258.0,-0.24276314675807953,0.12433141469955444,1,0,127,0.940,-97.29,-0.1320,-0.0964,0.1123,-0.1187,-0.0511,-0.1112,-0.1616,-0.1381
97.827,-122.0,-258.0,-0.2426632046699524,0.11850885301828384,1,0,127,0.930,-97.33,-0.1357,-0.0940,0.1105,-0.1226,-0.0571,-0.1135,-0.1675,-0.1404
97.876,-116.0,-259.0,-0.24350512027740479,0.11270146816968918,1,0,127,0.930,-97.38,-0.1370,-0.0903,0.1071,-0.1243,-0.0645,-0.1160,-0.1749,-0.1429
97.927,-116.0,-254.0,-0.2388206124305725,0.11262265592813492,1,0,127,0.950,-97.45,-0.1382,-0.0885,0.1057,-0.1255,-0.0698,-0.1175,-0.1802,-0.1444
97.976,-120.0,-251.0,-0.23607052862644196,0.11645469814538956,1,0,125,0.950,-97.52,-0.1416,-0.0871,0.1049,-0.1290,-0.0770,-0.1189,-0.1875,-0.1458
98.027,-123.0,-251.0,-0.2361176311969757,0.11936330795288086,1,0,93,0.970,-97.58,-0.1457,-0.0855,0.1039,-0.1331,-0.0830,-0.1198,-0.1934,-0.1467
98.077,-126.0,-249.0,-0.2342904955148697,0.12223848700523376,1,0,127,0.970,-97.69,-0.1514,-0.0838,0.1033,-0.1388,-0.0890,-0.1208,-0.1994,-0.1477
98.127,-124.0,-251.0,-0.2361336052417755,0.12033280730247498,1,0,127,0.950,-97.80,-0.1568,-0.0820,0.1025,-0.1442,-0.0948,-0.1213,-0.2053,-0.1482
98.177,-115.0,-251.0,-0.23599469661712646,0.11160656064748764,1,0,127,0.950,-97.96,-0.1590,-0.0792,0.1004,-0.1465,-0.1004,-0.1212,-0.2108,-0.1481
98.227,-108.0,-250.0,-0.2349575310945511,0.10480408370494843,1,0,127,0.910,-98.16,-0.1564,-0.0759,0.0973,-0.1440,-0.1046,-0.1204,-0.2150,-0.1473
98.276,-100.0,-250.0,-0.23485098779201508,0.09704603999853134,1,0,127,0.910,-98.34,-0.1500,-0.0725,0.0934,-0.1379,-0.1077,-0.1195,-0.2182,-0.1464
98.326,-98.0,-250.0,-0.23482568562030792,0.09510635584592819,1,0,127,0.940,-98.55,-0.1408,-0.0690,0.0892,-0.1290,-0.1096,-0.1182,-0.2200,-0.1451
98.377,-100.0,-246.0,-0.231106236577034,0.09699387103319168,1,0,127,0.940,-98.76,-0.1315,-0.0662,0.0855,-0.1199,-0.1106,-0.1166,-0.2210,-0.1435
98.427,-103.0,-247.0,-0.23208093643188477,0.0999150425195694,1,0,127,0.960,-98.98,-0.1244,-0.0637,0.0823,-0.1129,-0.1118,-0.1147,-0.2223,-0.1416
98.477,-108.0,-243.0,-0.22840072214603424,0.10470609366893768,1,0,81,0.960,-99.21,-0.1192,-0.0617,0.0800,-0.1077,-0.1127,-0.1129,-0.2231,-0.1398
98.527,-110.0,-241.0,-0.22655397653579712,0.10661564767360687,1,0,127,0.930,-99.46,-0.1156,-0.0607,0.0789,-0.1041,-0.1136,-0.1112,-0.2240,-0.1381
98.577,-110.0,-240.0,-0.22561700642108917,0.10660179704427719,1,0,127,0.930,-99.74,-0.1122,-0.0603,0.0785,-0.1004,-0.1146,-0.1098,-0.2251,-0.1367
98.627,-106.0,-242.0,-0.22743742167949677,0.10275503993034363,1,0,127,0.970,-100.05,-0.1080,-0.0603,0.0782,-0.0958,-0.1152,-0.1084,-0.2257,-0.1353
98.676,-100.0,-246.0,-0.231106236577034,0.09699387103319168,1,0,127,0.970,-100.31,-0.1082,-0.0667,0.0850,-0.0945,-0.1156,-0.1071,-0.2260,-0.1340
98.726,-93.0,-251.0,-0.23570045828819275,0.09026908129453659,1,0,127,0.970,-100.06,-0.1043,-0.0672,0.0844,-0.0909,-0.1154,-0.1062,-0.2258,-0.1331
98.776,-87.0,-261.0,-0.2449844926595688,0.08456593006849289,1,0,74,0.970,-99.30,-0.0906,-0.0574,0.0713,-0.0802,-0.1142,-0.1050,-0.2246,-0.1319
